Protocol,Domain,Path,Subdomain,URL len,Domain len,Subdomain len,Path len,#Subdomains,IP,HTTPS,Known TLD,#Brand,#Similar brand,#Similar keyword,Brand check,#Random word,Random domain,#Keyword,#Other word,#Raw word,Avg word len,Long word len,Short word len,#SC,Label
,wap-ios10-icloud,wap-ios10-icloud.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,apple-iosfid,apple-iosfid.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,id-apple-icloud-phone,id-apple-icloud-phone.com,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,2,1
,payp-verifizierung,payp-verifizierung.info,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1
,pp-verifizierung,pp-verifizierung.info,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1
,icloud-support,icloud-support.ru,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1
,twitterverification,twitterverification.website,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,payp-verifizierung,payp-verifizierung.online,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,1
,accountverification,accountverification.online,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,loacteidevice,loacteidevice.info/sms/,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,gmailverification,gmailverification.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,13bmosecure,13bmosecure.com,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,find-user,appleid.find-user.com,appleid,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,appleid-find-user,appleid-find-user.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,kunden-secured,kunden-secured.info,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,kunden-verifi,kunden-verifi.info,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,pp-verifi,pp-verifi.info,,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,com-support,com-support.online,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,twitterverification,twitterverification.website,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,app-findmyiphone,app-findmyiphone.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1
,appleid-find-help,appleid-find-help.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,icloud-apple-ld,icloud-apple-ld.com,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,2,1
,locationmyiphone,locationmyiphone.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,update-scotiabank,update-scotiabank.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,verifiedaccounts,verifiedaccounts.us,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,1
,apple-icloudcid,apple-icloudcid.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,bmo-security,bmo-security.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,icloud-id-usa,icloud-id-usa.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,2,1
,findmyiphone,findmyiphone.vip,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,appleid-icloud-ios-ine,appleid-icloud-ios-ine.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1
,cl866,cl866.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,cngdzhongzi,cngdzhongzi.com,,0,1,1,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,apple-verify-ios-icloud,apple-verify-ios-icloud.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1
,appleid-find-help,appleid-find-help.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,wap-ios-icloud,wap-ios-icloud.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
https,apaypal,/Secure/PP/Paypal/,mail,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,1,0,1
,apaypal,apaypal.co/Secure/PP/Paypal/,,0,0,1,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,1,0,1
,mytechnicalinformation,mytechnicalinformation.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,appleid-find-help,appleid-find-help.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,localizardispositivos-apple,localizardispositivos-apple.com,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1
,apple-id-support,apple-id-support.info,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,1
,notifyme-icloud,notifyme-icloud.online,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,apple-accounts,apple-accounts.me/clients/home/,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,1
,lost-apple-device,lost-apple-device.com,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,2,1
,applescloud,applescloud.com,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,facebookverification,facebookverification.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,info-apple-service,info-apple-service.com,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,2,1
,kor-icloud,kor-icloud.com,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,limited-verificationupdatenow,paypal.limited-verificationupdatenow.com/,paypal,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,2,1,0,0,1
,update-accounts-services,update-accounts-services.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,isupporticloud,isupporticloud.info/iphone/,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,isupporticloud,isupporticloud.info/apple/,,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1
,isupporticloud,isupporticloud.info/buscarmiiphone/,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,1
,verificationhelp,verificationhelp.online,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,mygadget-info,mygadget-info.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,sljtm,34zy2.sljtm.com,34zy2,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,sljtm,sljtm.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,sljtm,apple.sljtm.com,apple,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,tqjkp,tqjkp.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,tqjkp,apple.tqjkp.com,apple,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,appletracklocation,appletracklocation.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,icloudicc,icloudicc.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,verify-bankofamerica,verify-bankofamerica.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1
,apple-ios-icloud-official,apple-ios-icloud-official.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1
,apple-osx-icloud-support,apple-osx-icloud-support.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1
,icloudposizioni,icloudposizioni.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,apple-inc-help,apple-inc-help.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,apple-ios-icloud-support,apple-ios-icloud-support.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1
,icloudiosiccid,icloudiosiccid.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,icloudnew,icloudnew.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,kr-icloud,kr-icloud.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,suporte-icloud-id,suporte-icloud-id.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,2,1
,apple-iforget,apple-iforget.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,safe-id-login,safe-id-login.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,2,1
,helpplusinfo01,manage.netflix.com.usermanagement.key.1973573.helpplusinfo01.com,manage.netflix.com.usermanagement.key.1973573,2,1,1,1,0,0,0,1,1,0,0,1,2,0,2,0,1,0,1,0,1,1
,helpplusinfo01,manage.netflix.com.usermanagement.key.1973574.helpplusinfo01.com,manage.netflix.com.usermanagement.key.1973574,2,1,1,1,0,0,0,1,1,0,0,1,2,0,2,0,1,0,1,0,1,1
,helpplusinfo01,helpplusinfo01.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,icloudsupporto,icloudsupporto.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,fbverify,fbverify.biz,,0,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,paypal-my-cash,paypal-my-cash.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,2,1
,scotiabank-security,scotiabank-security.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,user-appleid-find,user-appleid-find.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,verifrb2,verifrb2.net,,0,0,1,2,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1
,icloudmyphone,icloudmyphone.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,iphone-gxa,iphone-gxa.com,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,postepayverifica,postepayverifica.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,wap-ios10-icloud,wap-ios10-icloud.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,apple-iosfid,apple-iosfid.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,id-apple-icloud-phone,id-apple-icloud-phone.com,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,2,1
,payp-verifizierung,payp-verifizierung.info,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1
,pp-verifizierung,pp-verifizierung.info,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1
,icloud-support,icloud-support.ru,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1
,twitterverification,twitterverification.website,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,payp-verifizierung,payp-verifizierung.online,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,1
,accountverification,accountverification.online,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,loacteidevice,loacteidevice.info/sms/,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,gmailverification,gmailverification.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,13bmosecure,13bmosecure.com,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,find-user,appleid.find-user.com,appleid,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,appleid-find-user,appleid-find-user.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,kunden-secured,kunden-secured.info,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,kunden-verifi,kunden-verifi.info,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,pp-verifi,pp-verifi.info,,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,com-support,com-support.online,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,twitterverification,twitterverification.website,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,app-findmyiphone,app-findmyiphone.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1
,appleid-find-help,appleid-find-help.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,icloud-apple-ld,icloud-apple-ld.com,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,2,1
,locationmyiphone,locationmyiphone.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,update-scotiabank,update-scotiabank.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,verifiedaccounts,verifiedaccounts.us,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,1
,apple-icloudcid,apple-icloudcid.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,bmo-security,bmo-security.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,icloud-id-usa,icloud-id-usa.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,2,1
,findmyiphone,findmyiphone.vip,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,appleid-icloud-ios-ine,appleid-icloud-ios-ine.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1
,cl866,cl866.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,cngdzhongzi,cngdzhongzi.com,,0,1,1,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,apple-verify-ios-icloud,apple-verify-ios-icloud.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1
,appleid-find-help,appleid-find-help.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,wap-ios-icloud,wap-ios-icloud.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
https,apaypal,/Secure/PP/Paypal/,mail,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,1,0,1
,apaypal,apaypal.co/Secure/PP/Paypal/,,0,0,1,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,1,0,1
,mytechnicalinformation,mytechnicalinformation.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,appleid-find-help,appleid-find-help.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,localizardispositivos-apple,localizardispositivos-apple.com,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1
,apple-id-support,apple-id-support.info,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,1
,notifyme-icloud,notifyme-icloud.online,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,apple-accounts,apple-accounts.me/clients/home/,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,1
,lost-apple-device,lost-apple-device.com,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,2,1
,applescloud,applescloud.com,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,facebookverification,facebookverification.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,info-apple-service,info-apple-service.com,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,2,1
,kor-icloud,kor-icloud.com,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,limited-verificationupdatenow,paypal.limited-verificationupdatenow.com/,paypal,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,2,1,0,0,1
,update-accounts-services,update-accounts-services.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,isupporticloud,isupporticloud.info/iphone/,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,isupporticloud,isupporticloud.info/apple/,,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1
,isupporticloud,isupporticloud.info/buscarmiiphone/,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,1
,verificationhelp,verificationhelp.online,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,mygadget-info,mygadget-info.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,sljtm,34zy2.sljtm.com,34zy2,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,sljtm,sljtm.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,sljtm,apple.sljtm.com,apple,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,tqjkp,tqjkp.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,tqjkp,apple.tqjkp.com,apple,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
,appletracklocation,appletracklocation.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,icloudicc,icloudicc.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,verify-bankofamerica,verify-bankofamerica.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1
,apple-ios-icloud-official,apple-ios-icloud-official.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1
,apple-osx-icloud-support,apple-osx-icloud-support.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1
,icloudposizioni,icloudposizioni.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,apple-inc-help,apple-inc-help.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1
,apple-ios-icloud-support,apple-ios-icloud-support.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1
,icloudiosiccid,icloudiosiccid.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,icloudnew,icloudnew.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,kr-icloud,kr-icloud.com,,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
,suporte-icloud-id,suporte-icloud-id.com,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,2,1
http,mescotrust,/include/alibaba/alibaba/login.alibaba.com.php,,2,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,1
http,sharizal,/sharizal/images/alibaba/login.alibaba.com.php,www,1,0,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,0,0,1
http,sharizal,/sharizal/images/alibaba/login.alibaba.com.php,www,1,0,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,0,0,1
http,desarrollocorporativo,/cloudit/a4093bbce3f8456db6bce5767faad7d1/myBrky.html,barclays.co.uk.personalbanking.p1242557947640.p1242557947640.p1242557947640.093030023030230230002300239,1,1,1,1,0,0,0,0,1,0,0,1,1,0,2,0,1,0,1,1,1,1
http,desarrollocorporativo,/cloudit/9c26121c10f1babf61c651177cead953/myBrky.html,barclays.co.uk.personalbanking.p1242557947640.p1242557947640.p1242557947640.093030023030230230002300239,1,1,1,1,0,0,0,0,1,0,0,1,1,0,2,0,1,0,1,1,1,1
http,safetyexpertss,/1btm/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1
http,alifmeem,/images/,,0,0,1,2,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,1
http,gdrsucre,/,match-newsexyphotos,0,0,1,0,0,0,0,1,0,0,0,1,2,0,2,0,1,0,1,0,0,1
http,pinddanatgaya,/fre/thourtime/index.htm,,0,1,1,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,1,0,0,1
http,megaprin,/kool/,,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
http,mebankonline,/,,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1
http,kalaaninternational,/brmprd/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,2,1,0,0,1
http,amlegalresources,/dro/p/dropbo/,,0,1,1,2,0,0,0,1,1,0,0,1,0,0,2,0,1,0,1,1,0,1
http,divinityhousingprojects,/60f10f66aac44cc6cd0a2298908c4cdf/login.html,manage.apple.com.webobjectsd5dbc98dcc983a7028bd82d1a47549,1,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,1,1,1,0,2,1
http,divinityhousingprojects,/60f10f66aac44cc6cd0a2298908c4cdf/login.html,manage.apple.com.webobjectsd5dbc98dcc983a7028bd82d1a47549,1,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,1,1,1,0,2,1
http,tokotrimurni,/home/7fde6b34c8d0f3e98634f4347cf76a18/,,2,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,1,0,1
http,bbcasangaria,/do/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,1
https,doowood,/account/99b9c91b4be0a5980235bda94788c9f1NmE0NGYzN2FhMWNhZmRkNWJkZGYxNDI4MDAzM2EzNTk=/signin1/signin.php,,1,0,1,1,0,0,1,0,1,0,0,1,1,0,2,0,1,2,1,1,0,1
http,insumosmedicosmys,/wp-includes/css/datanuevo/Empresas.html,,2,1,1,1,0,0,0,0,1,0,0,1,2,0,2,0,1,0,1,1,0,1
http,espaceclientesv3-orange,/7bcdf884319fe7db02041e318ccd9dbd/index.php,,1,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,1
http,31.168.220.3,/cf367ed4d/payment.php,,0,1,1,1,1,1,0,1,0,0,0,1,1,0,2,0,1,0,0,1,2,1
http,31.168.220.3,/cf367ed4d/personal.php,,0,1,1,1,1,1,0,1,0,0,0,1,1,0,2,0,1,0,0,1,2,1
http,slowlros,/netflix-update-billing/secure.php,,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
http,mad-sound,/sites/default/files/3d0c8b721c6aa4426062f21b099fa8f1/confirm.html,www,1,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,2,1,0,0,1
http,myjino,/bio/domain/,ahr13318,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1
http,amazoncontrol,/s/page/match.html,,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,1,0,1
http,developerszone,/images/themes/email.html,school,2,1,0,1,0,0,0,0,1,0,0,1,1,0,2,0,1,0,1,1,0,1
http,fsdressbd,/theme/mail.htm,,0,0,1,2,0,0,0,1,1,0,0,1,0,1,2,0,1,0,0,0,0,1
http,phonefind,/,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
http,https-espaceclientev3-orange,/86e44323bf6f16a2dc863935d3ced589/index.php,,1,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,2,1
