Protocol,Domain,Path,Subdomain,Path len,URL len,Dom len,Sbd len,# SBD,#Brands,#SimBrs,#Key,#SimKey,#Rand,RandD,#Oth,#Raw,AvgWL,MaxWL,MinWL,STDV,Label
http,jobvite,/linkedin/jobs,jobs,14,37,7,4,0,1,0,1,0,3,True,0,5,5.2,8,3,2.16794833886788,0
http,job-interview-site,/linkedin-jobs-search-finding-jobs-using-linkedin.html,www,54,87,18,3,0,3,0,1,0,7,True,1,13,5.230769230769231,9,3,2.1273554065179203,0
https,google,/store/apps/details,play,19,81,6,4,0,2,0,4,0,6,True,0,12,5.166666666666667,9,2,2.2087978356535665,0
http,expandedramblings,/index.php/linkedin-job-statistics/,,35,63,17,0,0,1,0,1,0,4,True,1,7,7.0,17,3,5.196152422706632,0
http,sawa,/members/interactive-television-pvt-ltd,www,39,58,4,3,0,0,0,1,0,4,True,1,8,5.5,11,3,3.3806170189140663,0
http,brainreactions,/phone/33/22837144,ph,18,46,14,2,0,1,0,0,0,5,True,0,6,5.666666666666667,14,2,4.676180777800048,0
https,facebook,/Interactive-Television-Pvt-Ltd-Group-M-100230523435650/photos/,www,63,105,8,3,0,2,0,1,0,7,True,1,13,6.461538461538462,15,1,4.502136245076416,0
http,imepl,/,www,1,21,5,3,0,0,0,1,0,1,True,1,3,3.6666666666666665,5,3,1.1547005383792515,0
http,indiabook,/cgi-bin/links/error.cgi,www,24,114,9,3,0,0,0,3,0,9,True,1,17,5.294117647058823,13,1,3.441742034972133,0
http,tvfplay,/,,1,19,7,0,0,0,0,1,0,0,False,1,2,5.0,7,3,2.8284271247461903,0
https,linkedin,/company/star-india-pvt-ltd,www,27,51,8,3,0,1,0,1,0,3,True,1,8,4.5,8,3,2.0,0
https,wikipedia,/wiki/Turner_International_India,en,32,56,9,2,0,2,0,1,0,2,True,0,5,8.8,26,2,9.984988733093292,0
http,timesjobs,/review/company/38010,jobbuzz,21,49,9,7,0,0,0,1,0,5,True,0,6,6.166666666666667,9,3,2.041241452319315,0
https,redbooks,/ad_agency/INTERACTIVE_AVENUES_PRIVATE_LIMITED/,www,47,71,8,3,0,0,0,1,0,3,True,1,5,11.6,35,3,13.371611720357423,0
https,mlcswoodworking,/shopsite_sc/store/html/smarthtml/pages/router_table4.html,www,58,89,15,3,0,0,0,2,0,5,True,1,10,7.2,15,3,4.442221666388715,0
https,wikipedia,/wiki/Router_table_(woodworking),en,32,56,9,2,0,2,0,1,0,3,True,0,6,7.0,13,2,4.604345773288535,0
http,patwarner,/router_table.html,www,18,42,9,3,0,0,0,1,0,2,True,1,5,6.2,12,3,4.08656334834051,0
http,crestonwood,/router.php,www,11,37,11,3,0,0,0,1,0,2,True,1,5,5.2,11,3,3.492849839314596,0
http,routertablereviews,/,,1,30,18,0,0,1,0,0,0,1,True,0,2,10.5,18,3,10.606601717798213,0
http,am-wood,/march98/router.html,www,20,42,7,3,0,1,0,1,0,3,False,1,7,4.142857142857143,7,2,1.7728105208558367,0
http,woodworkersworkshop,/router_tables.php,www,18,52,19,3,0,0,0,1,0,2,True,1,5,8.2,19,3,7.429670248402684,0
http,bobsplans,/FreeDownloads/RouterTable.pdf,www,30,54,9,3,0,0,0,1,0,3,True,1,6,7.0,13,3,4.560701700396552,0
http,toolcrib,/blog/2007/03/toolcribcoms-ultimate-guide-to-free-router-table-plans,www,68,91,8,3,0,0,0,2,0,11,True,1,14,5.071428571428571,12,2,2.730575755412026,0
http,popularwoodworking,/projects/router_table-mate,www,27,60,18,3,0,0,0,1,0,4,True,1,6,8.0,18,3,6.0332412515993425,0
http,learnpunjabi,/pdf/gslehal-pap18.pdf,www,22,49,12,3,0,0,0,0,0,4,True,1,7,5.142857142857143,12,3,3.38765264987284,0
http,psu,/viewdoc/download,citeseerx.ist,17,83,3,13,0,0,0,0,0,15,True,1,16,3.8125,9,1,2.286737122335374,0
https,wikipedia,/wiki/Text_mining,en,17,41,9,2,0,2,0,1,0,2,True,0,5,5.8,11,2,3.96232255123179,0
http,the-scientist,/,www,1,101,13,3,0,1,0,1,0,12,True,1,15,5.133333333333334,9,2,2.2949219304078006,0
http,ijarcsse,/docs/papers/April2012/Volume_2_issue_4/V2I40085.pdf,www,52,75,8,3,0,0,0,1,0,4,False,1,9,6.666666666666667,16,3,4.242640687119285,0
http,csjournals,/IJITKM/PDF%203-1/86.pdf,www,24,49,10,3,0,0,0,1,0,4,True,1,9,3.7777777777777777,10,1,2.6822461565718467,0
https,coursera,/learn/text-mining,www,18,42,8,3,0,0,0,0,0,5,True,1,6,4.833333333333333,8,3,1.9407902170679516,0
http,ijecs,/issue/v3-i5/9%20ijecs.pdf,,26,41,5,0,0,1,0,0,0,4,False,1,8,3.375,7,1,2.065879266282796,0
http,techtarget,/definition/text-mining,searchbusinessanalytics,23,68,10,23,0,0,0,1,0,5,True,0,6,9.333333333333334,23,3,7.31209044437134,0
https,europa,/licences-for-europe-dialogue/sites/licences-for-europe-dialogue/files/Customer-Industrial%20Chemist-Perspective_0.pdf,ec,118,138,6,2,0,3,0,1,0,12,True,1,18,6.277777777777778,13,2,3.005985314737632,0
https,xfinity,/locations/internet-service/washington/seattle.html,www,51,74,7,3,0,0,0,2,0,5,True,1,9,6.444444444444445,10,3,2.5549516194593154,0
https,highspeedinternet,/wa/seattle,www,11,44,17,3,0,0,0,1,0,3,True,1,5,6.4,17,2,6.228964600958975,0
https,yelp,/search,www,7,91,4,3,0,0,0,3,0,8,False,1,13,5.461538461538462,9,2,2.536907060949895,0
http,highspeed-internet-providers,/city/ispseattle.html,www,21,64,28,3,0,0,0,1,0,5,True,1,8,6.25,10,3,3.011881234615431,0
http,seattle,/internet-services,www,18,40,7,3,0,0,0,2,0,2,True,1,5,5.8,8,3,2.588435821108957,0
http,seattle,/tech/initiatives/broadband,www,27,49,7,3,0,1,0,0,0,4,True,1,6,6.166666666666667,11,3,3.3714487489307423,0
http,isp1,/state/washington/seattle/,,26,40,4,0,0,1,0,0,0,4,True,0,5,5.6,10,2,3.0495901363953815,0
http,internetserviceproviders,/in/seattle/,www,12,51,24,3,0,1,0,0,0,3,True,1,5,7.8,24,2,9.257429448826494,0
https,windstreambusiness,/shop/products/wa/seattle,www,25,59,18,3,0,0,0,1,0,5,True,1,7,6.428571428571429,18,2,5.563486402641868,0
https,centurylink,/fiber/plans-and-pricing/seattle-washington/,www,44,71,11,3,0,0,0,1,0,7,True,1,9,6.0,11,3,3.0,0
https,wikipedia,/wiki/Mimosa_pudica,en,19,43,9,2,0,2,0,1,0,2,True,0,5,6.2,13,2,4.658325879540846,0
https,youtube,/watch,www,6,43,7,3,0,1,0,2,0,1,True,1,6,5.0,11,1,3.5777087639996634,0
https,youtube,/watch,www,6,43,7,3,0,1,0,2,0,1,True,1,6,5.0,11,1,3.5777087639996634,0
https,wikimedia,/wiki/Category:Mimosa_pudica,commons,28,57,9,7,0,1,0,0,0,5,True,0,6,7.333333333333333,13,3,3.6147844564602556,0
https,usda,/plant_health/plant_pest_info/weeds/downloads/wra/Mimosa_pudica.pdf,www.aphis,67,93,4,9,0,0,0,0,0,8,False,1,11,6.818181818181818,15,3,4.578606377887967,0
http,academic,/dic.nsf/enwiki/919901,en,22,43,8,2,0,0,0,1,0,4,True,1,7,4.285714285714286,8,2,2.3603873774083293,0
https,herbpathy,/Uses-and-Benefits-of-Mimosa-Pudica-Cid917,,42,63,9,0,0,1,0,1,0,7,True,0,9,5.222222222222222,9,2,2.386303510546059,0
http,mashpedia,/Mimosa_pudica,www,14,38,9,3,0,0,0,1,0,2,True,1,4,7.0,13,3,4.898979485566356,0
http,wikihow,/Grow-a-Sensitive-Plant-(Mimosa-pudica),www,39,61,7,3,0,1,0,1,0,6,True,1,9,4.888888888888889,9,1,2.4209731743889917,0
https,frontier,/Publications/Files/2014_04_17_15_34_41_698.pdf,,47,69,8,0,0,1,0,0,0,4,True,1,7,7.857142857142857,23,2,7.603257447273754,0
https,wikipedia,/wiki/Circular_segment,en,22,46,9,2,0,2,0,1,0,2,True,0,5,6.8,16,2,5.805170109479997,0
http,mathopenref,/segment.html,www,13,39,11,3,0,0,0,1,0,2,True,1,5,5.6,11,3,3.4351128074635335,0
http,mathopenref,/segmentarea.html,www,17,43,11,3,0,0,0,1,0,2,True,1,5,6.4,11,3,4.219004621945797,0
http,tutorvista,/geometry/segment-of-a-circle.html,math,34,60,10,4,0,2,0,1,0,5,True,1,9,5.0,10,1,2.958039891549808,0
http,mathsisfun,/geometry/circle-sector-segment.html,www,36,61,10,3,0,0,0,1,0,5,True,1,8,5.875,10,3,2.4748737341529163,0
http,mathsteacher,/year10/ch06_geometry/09_angles_same_segment/segment.htm,www,56,86,12,3,0,0,0,1,0,5,True,1,9,7.888888888888889,22,2,6.641619615057091,0
http,mathcaptain,/geometry/segment-of-a-circle.html,www,34,60,11,3,0,2,0,1,0,4,True,1,9,5.0,11,1,3.24037034920393,0
http,dummies,/education/math/geometry/how-to-determine-the-area-of-sectors-and-segments-of-a-circle/,www,87,109,7,3,0,3,0,2,0,12,True,1,18,4.666666666666667,9,1,2.678893538055459,0
http,mathwords,/s/segment_of_a_circle.htm,www,26,50,9,3,0,1,0,1,0,2,True,1,6,6.333333333333333,19,1,6.772493386240157,0
http,planetcalc,/1421/,,6,27,10,0,0,0,0,1,0,2,True,0,3,5.666666666666667,10,3,3.7859388972001824,0
https,onlinesbi,/personal/etdr_estdr_faq.html,www,29,54,9,3,0,0,0,1,0,2,True,1,6,6.833333333333333,14,3,4.355073669487885,0
https,onlinesbi,/sbijava/osbi_eTDR_faq.html,www,27,52,9,3,0,0,0,1,0,1,True,1,6,6.5,13,3,3.987480407475377,0
http,bpsecure,/UsernameReminder,account,17,44,8,7,0,0,0,1,0,3,True,0,4,8.5,16,3,5.446711546122731,0
https,consumercomplaints,/complaints/sbi-online-banking-c150235/page/2,www,45,78,18,3,0,1,0,1,0,6,True,1,10,6.1,18,1,4.998888765404656,0
https,onlinejankari,/no-account-mapped-username-sbi/,www,32,61,13,3,0,1,0,0,0,5,True,1,8,5.625,13,2,3.7008686239082538,0
http,spaste,/site/checkPasteUrl,www,19,53,6,3,0,2,0,1,0,2,True,1,7,5.714285714285714,13,1,4.309458036856673,0
https,hsbc,/1/2/personal/pib-sc,www,20,42,4,3,0,2,0,0,0,4,False,1,9,2.888888888888889,8,1,2.1473497877875207,0
http,unitedbankofindia,/uploads/e-bankFAQs.pdf,www,23,55,17,3,0,1,0,1,0,2,True,1,7,6.0,17,1,5.446711546122731,0
https,sunpass,/main,www,5,28,7,3,0,0,0,1,0,2,True,1,4,4.25,7,3,1.8929694486000912,0
https,roblox,/games/,www,7,30,6,3,0,0,0,1,0,2,True,1,4,4.25,6,3,1.5,0
http,powershow,/view/127a46-MjA3Y/Mechanisms_in_virus_latency_powerpoint_ppt_presentation,www,74,98,9,3,0,0,0,1,0,4,True,1,7,12.142857142857142,55,3,19.012527198565436,0
http,slideserve,/babu/mechanisms-in-virus-latency,www,33,58,10,3,0,1,0,1,0,5,True,1,8,5.5,10,2,3.1622776601683795,0
https,scribd,/doc/23493398/herpesvirus-lecture-ppt,www,37,59,6,3,0,0,0,1,0,5,False,1,8,5.5,11,3,3.0237157840738176,0
http,biologyjunction,"/Viruses,%20Viroids,%20and%20Prions.ppt",www,39,69,15,3,0,0,0,1,0,6,True,1,8,6.625,15,3,4.138236339311712,0
https,wikipedia,/wiki/Virus_latency,en,19,43,9,2,0,2,0,1,0,2,True,0,5,6.2,13,2,4.658325879540846,0
https,quizlet,/subject/ppt-microbiology-viruses/,,34,53,7,0,0,0,0,1,0,5,True,0,6,6.5,12,3,3.331666249791536,0
http,idganswers,/,www,1,26,10,3,0,0,0,1,0,1,True,1,3,5.333333333333333,10,3,4.041451884327381,0
http,expasy,/3970,viralzone,5,32,6,9,0,0,0,0,0,4,True,0,4,5.5,9,3,2.6457513110645907,0
https,techviral,/malware-spreading-via-ppts/,,28,49,9,0,0,1,0,0,0,5,True,0,6,5.833333333333333,9,3,2.8577380332470415,0
http,bionity,/en/encyclopedia/Virus_latency.html,www,35,57,7,3,0,0,0,2,0,3,True,1,7,6.285714285714286,13,2,4.535573676110727,0
http,apstemps,/,www,1,24,8,3,0,0,0,1,0,1,True,1,3,4.666666666666667,8,3,2.8867513459481287,0
http,jobs,/jobs/apstemps,www,14,33,4,3,0,1,0,0,0,3,True,1,5,4.4,8,3,2.073644135332772,0
http,indeed,/cmp/Automation-Personnel-Services/reviews,www,42,63,6,3,0,0,0,2,0,4,True,1,8,6.125,10,3,2.850438562747845,0
http,indeed,/cmp/Automation-Personnel-Services,www,34,55,6,3,0,0,0,2,0,3,True,1,7,6.0,10,3,3.0550504633038935,0
https,about,/automationpersonnelsvcs,,24,40,5,0,0,0,0,1,0,2,True,0,3,10.0,23,2,11.357816691600547,0
https,glassdoor,/Reviews/Automation-Personnel-Services-Inc-Reviews-E758061.htm,www,62,87,9,3,0,0,0,2,0,7,True,1,11,6.2727272727272725,10,3,2.7601053998320095,0
http,snagajob,/job-search/q-automation+personnel+services,www,43,66,8,3,0,0,0,2,0,5,False,1,9,5.666666666666667,10,1,3.24037034920393,0
https,careerjet,/jobs/a/automation_personnel_services.html,www,42,67,9,3,0,1,0,1,0,3,True,1,7,7.571428571428571,29,1,9.76144017477515,0
https,linkedin,/company/automation-personnel-services-inc-,www,43,67,8,3,0,1,0,2,0,4,True,1,8,6.375,10,3,2.9246489410818914,0
http,careerbuilder,/jobs-at-automation%20personnel/CHN2C760MC3BW9DFLBM,www,51,79,13,3,0,1,0,1,0,4,True,1,8,8.125,19,2,6.104740546727366,0
https,searchenginewatch,/sew/how-to/2259693/seo-basics-8-essentials-when-optimizing-your-site,,69,98,17,0,0,1,0,2,0,11,True,0,14,5.5,17,1,4.292211192739346,0
https,moz,/beginners-guide-to-seo,,23,38,3,0,0,0,0,2,0,3,False,1,6,4.166666666666667,9,2,2.562550812504343,0
https,berkeley,/tutorials/seo-search-engine-optimization-basics/,multimedia.journalism,49,91,8,21,0,0,0,0,0,10,True,0,10,7.3,12,3,3.020301677353145,0
http,wordstream,/blog/ws/2015/04/30/seo-basics,www,30,55,10,3,0,0,0,1,0,7,True,1,10,3.9,10,2,2.4698178070456938,0
http,toprankblog,/2007/10/search-engine-optimization-basics/,www,43,69,11,3,0,0,0,1,0,7,True,1,9,5.888888888888889,12,2,3.515837184954831,0
https,searchenginejournal,/seo-101-getting-page-seo-basics/97871/,www,39,74,19,3,0,0,0,1,0,8,True,1,10,5.6,19,3,4.926120853842978,0
http,seobook,/learn-seo/seo-basics/,www,22,44,7,3,0,0,0,1,0,5,True,1,7,4.285714285714286,7,3,1.7043362064926932,0
http,onbloggingwell,/wp-content/uploads/2012/11/Search-Engine-Optimization-Basics.pdf,,65,90,14,0,0,0,0,1,0,9,True,1,12,6.0,14,2,3.765875486765087,0
http,photographyspark,/search-engine-optimization-for-photographers-seo-basics/,,57,84,16,0,0,1,0,1,0,7,True,0,9,7.555555555555555,16,3,4.876246279442598,0
https,kissmetrics,/simple-guide-to-seo/,blog,21,49,11,4,0,0,0,2,0,5,True,0,7,4.857142857142857,11,2,3.0237157840738176,0
http,buddhanet,/pdf_file/noble8path6.pdf,www,25,49,9,3,0,1,0,0,0,2,True,1,6,6.166666666666667,11,3,3.600925806881706,0
http,urbandharma,/pdf/PDF_BuddhismCourse/04_%20Noble%20Eightfold%20Path.pdf,www,58,84,11,3,0,0,0,0,0,6,True,1,10,6.8,18,3,5.094659513211413,0
http,sangharakshita,/_books/Noble_Eightfold_Path.pdf,www,32,61,14,3,0,0,0,0,0,4,True,1,6,8.166666666666666,20,3,7.1949056051255225,0
https,wordpress,/2015/06/noble-eightfold-path-pdf.pdf,ymecanaw.files,37,73,9,14,0,0,0,1,0,8,True,1,11,5.0,9,2,2.5298221281347035,0
http,abuddhistlibrary,/Buddhism/B%20-%20Theravada/Teachers/Ajaan%20Jagaro/The%20Noble%20Eight-Fold%20Path/The_Noble_Eightfold_Path.pdf,www,112,143,16,3,0,1,0,1,0,12,True,1,17,7.0,24,1,5.744562646538029,0
http,wisebrain,/8FoldPath.pdf,www,14,38,9,3,0,0,0,0,0,3,True,1,5,5.4,9,3,3.2863353450309964,0
https,pariyatti,/Noble-Eightfold-Path-The--PDF-eBook_p_4795.html,store,48,75,9,5,0,0,0,1,0,6,True,1,10,5.7,12,3,3.1640339933558095,0
http,saraniya,/books/mahasi-sayadaw/pdf/mahasi_sayadaw-1971_to_nibbana_via_the_noble_eightfold_path.pdf,www,89,112,8,3,0,0,0,1,0,6,True,1,10,9.6,44,3,12.562731479348836,0
http,wikiwand,/en/Noble_Eightfold_Path,www,24,47,8,3,0,0,0,2,0,2,True,1,5,7.2,20,2,7.529940238806681,0
http,holybooks,/buddhisms-noble-eightfold-path/,www,32,56,9,3,0,0,0,1,0,5,True,1,7,6.0,9,3,2.886751345948129,0
https,wikipedia,/wiki/Provenance,en,16,40,9,2,0,2,0,1,0,2,True,0,5,5.6,10,2,3.6469165057620936,0
http,thefreedictionary,/provenance,www,11,43,17,3,0,0,0,1,0,2,True,1,4,8.25,17,3,6.701989754294367,0
https,merriam-webster,/dictionary/provenance,www,22,53,15,3,0,0,0,1,0,4,True,1,6,6.666666666666667,10,3,3.141125063837266,0
http,dictionary,/browse/provenance,www,18,43,10,3,0,0,0,1,0,3,True,1,5,6.4,10,3,3.5071355833500366,0
http,clevelandart,/visit/provenance,www,17,44,12,3,0,0,0,0,0,4,True,1,5,6.6,12,3,4.159326868617084,0
http,thesaurus,/browse/provenance,www,18,42,9,3,0,0,0,1,0,3,True,1,5,6.2,10,3,3.2710854467592254,0
http,yourdictionary,/provenance,www,11,40,14,3,0,0,0,1,0,2,True,1,4,7.5,14,3,5.446711546122731,0
https,wiktionary,/wiki/provenance,en,16,41,10,2,0,1,0,1,0,3,True,0,5,5.8,10,2,3.8987177379235853,0
http,iemulators,/provenance,,11,32,10,0,0,0,0,1,0,2,True,0,3,7.666666666666667,10,3,4.041451884327381,0
https,facebook,/ProjectProvenance,www,18,42,8,3,0,1,0,1,0,1,True,1,4,7.75,17,3,6.601767440112787,0
https,microsoft,/en-us/library/office/gg469862(v=office.14).aspx,msdn,48,74,9,4,0,2,0,3,0,4,True,1,12,4.5,9,1,2.6457513110645907,0
http,rondebruin,/win/s2/win014.htm,www,18,42,10,3,0,0,0,1,0,4,True,1,7,4.142857142857143,10,2,2.9113897843110044,0
http,rondebruin,/win/s6/win001.htm,www,18,42,10,3,0,0,0,1,0,4,True,1,7,4.142857142857143,10,2,2.9113897843110044,0
http,contextures,/archives/2015/04/02/customize-excel-context-menus/,blog,51,78,11,4,0,0,0,1,0,10,True,0,11,5.454545454545454,11,2,2.9449494516421284,0
http,mvps,/EXCEL/rightclick.htm,dmcritchie,21,47,4,10,0,0,0,0,0,4,False,1,6,5.833333333333333,10,3,3.3115957885386114,0
https,tips,/T002064_Adding_Items_to_a_Context_Menu.html,excel,44,66,4,5,0,1,0,0,0,3,True,1,5,10.8,38,3,15.22169504358828,0
https,add-in-express,/creating-addins-blog/2012/08/22/customize-excel-context-menu/,www,62,92,14,3,0,1,0,1,0,12,True,1,15,4.6,9,2,2.2928460168844436,0
http,stackoverflow,/questions/27447075/revised-excel-cell-context-menu-doesnt-work-in-table,,72,96,13,0,0,1,0,1,0,10,True,1,13,5.923076923076923,13,2,2.9286384339694576,0
https,wordpress,/excel/adding-right-click-context-menu-2/,netmerkez,41,72,9,9,0,0,0,1,0,9,True,0,10,5.4,9,1,2.503331114069145,0
https,fasteratexcel,/excel-sort-shortcuts/,,22,47,13,0,0,0,0,1,0,4,True,0,5,6.8,13,3,4.147288270665544,0
https,bandcamp,/album/death-mask,profoundlorerecords,17,57,8,19,0,0,0,1,0,5,True,0,6,7.333333333333333,19,3,5.955389715767279,0
http,songlyrics,/lord-mantis/death-mask-lyrics/,www,31,56,10,3,0,0,0,1,0,6,True,1,8,5.125,10,3,2.295181287579947,0
http,metalinjection,/reviews/album-review-lord-mantis-death-mask,www,44,73,14,3,0,1,0,0,0,8,True,1,10,5.7,14,3,3.198958163736021,0
https,profoundlorerecords,/products-page/plr-items/lord-mantis-death-mask/,www,48,83,19,3,0,0,0,1,0,8,True,1,11,5.818181818181818,19,3,4.622081388685877,0
http,nocleansinging,/2014/03/24/lord-mantis-death-mask/,www,35,64,14,3,0,0,0,1,0,8,True,1,10,4.7,14,2,3.497618237219913,0
http,echoesanddust,/2014/05/lord-mantis-death-mask/,,32,56,13,0,0,0,0,1,0,7,True,0,8,5.125,13,2,3.399054490379851,0
http,metal-archives,/release/view/id/400756,www,23,52,14,3,0,0,0,2,0,5,True,1,8,4.75,8,2,2.1213203435596424,0
http,metalsucks,/2014/04/28/madhouse-lords-lord-mantis-harrowing-death-mask/,www,60,85,10,3,0,1,0,0,0,11,True,1,13,5.0,10,2,2.581988897471611,0
http,lordmantis,/album/death-mask/,www,18,43,10,3,0,0,0,1,0,4,True,1,6,5.0,10,3,2.6076809620810595,0
http,beowolfproductions,/LordMantis-DeathMask.html,www,26,59,18,3,0,0,0,1,0,3,True,1,6,7.833333333333333,18,3,5.845225972250061,0
https,vianica,/go/specials/2-comida_tipica.html,www,33,56,7,3,0,1,0,1,0,4,True,1,8,5.125,13,1,3.9798600118956085,0
http,thegirlandglobe,/nicaragua-food/,,16,42,15,0,0,0,0,1,0,3,True,0,4,7.75,15,3,5.5,0
https,wikipedia,/wiki/Nicaraguan_cuisine,en,24,48,9,2,0,2,0,1,0,2,True,0,5,7.2,18,2,6.610597552415364,0
http,nicaraguafood,/,www,1,29,13,3,0,0,0,0,0,2,True,1,3,6.333333333333333,13,3,5.773502691896258,0
http,gobackpacking,/nicaraguan-food-traditional-cuisine/,,37,61,13,0,0,0,0,1,0,5,True,0,6,8.0,13,3,4.0,0
http,pochomilbeach,/nicaragua/food,www,15,43,13,3,0,0,0,1,0,3,True,1,5,6.4,13,3,4.449719092257398,0
http,baconismagic,/food/five-foods-not-to-miss-in-nicaragua/,www,42,68,12,3,0,1,0,2,0,7,True,1,11,4.545454545454546,12,2,3.1737560197228887,0
http,destination360,/central-america/nicaragua/dining,www,33,62,14,3,0,0,0,1,0,5,True,1,7,7.0,14,3,3.7859388972001824,0
http,foodandbeverageunderground,/Nicaraguan-food.html,www,21,62,26,3,0,0,0,1,0,3,True,1,6,8.333333333333334,26,3,9.048020041239225,0
http,flavorverse,/traditional-nicaraguan-foods/,,30,52,11,0,0,0,0,1,0,4,True,0,5,8.0,11,3,3.7416573867739413,0
https,wikipedia,/wiki/Shortest_path_problem,en,27,51,9,2,0,2,0,1,0,2,True,0,5,7.8,21,2,7.854934754662192,0
http,excel-easy,/examples/shortest-path-problem.html,www,36,61,10,3,0,0,0,1,0,6,True,1,9,5.111111111111111,8,3,2.0275875100994063,0
http,academic,/dic.nsf/enwiki/26713,en,21,42,8,2,0,0,0,1,0,4,True,1,7,4.142857142857143,8,2,2.2677868380553634,0
http,vogella,/tutorials/JavaAlgorithmsDijkstra/article.html,www,46,68,7,3,0,0,0,1,0,3,True,1,7,7.857142857142857,22,3,6.644009116704848,0
http,thefullwiki,/Shortest_path_problem,www,22,48,11,3,0,0,0,0,0,3,True,1,4,9.5,21,3,8.54400374531753,0
https,codeproject,/articles/19919/WebControls/,www,28,55,11,3,0,0,0,1,0,4,True,1,6,6.833333333333333,11,3,3.710345895825168,0
http,mashpedia,/Shortest_path_problem,www,22,46,9,3,0,0,0,1,0,2,True,1,4,9.0,21,3,8.48528137423857,0
