Protocol,Domain,Path,Subdomain,URL len,Domain len,Subdomain len,Path len,#Subdomains,IP,HTTPS,Known TLD,#Brand,#Similar brand,#Similar keyword,Brand check,#Random word,Random domain,#Keyword,#Other word,#Raw word,Avg word len,Long word len,Short word len,#SC,Label
http,expandedramblings,/index.php/linkedin-job-statistics/,,2,1,1,1,0,0,0,1,1,0,0,1,2,0,2,0,1,0,1,0,0,0
http,sawa,/members/interactive-television-pvt-ltd,www,2,0,0,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,0,0,0,0
http,brainreactions,/phone/33/22837144,ph,0,1,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,1,0,0
https,facebook,/Interactive-Television-Pvt-Ltd-Group-M-100230523435650/photos/,www,1,0,0,1,0,0,1,1,1,0,0,1,1,0,2,0,1,0,1,1,0,0
http,imepl,/,www,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0
http,indiabook,/cgi-bin/links/error.cgi,www,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0
http,tvfplay,/,,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0
https,linkedin,/company/star-india-pvt-ltd,www,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0
https,wikipedia,/wiki/Turner_International_India,en,2,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
http,timesjobs,/review/company/38010,jobbuzz,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0
https,redbooks,/ad_agency/INTERACTIVE_AVENUES_PRIVATE_LIMITED/,www,2,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,1,2,1,0,0,0
https,mlcswoodworking,/shopsite_sc/store/html/smarthtml/pages/router_table4.html,www,1,1,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0
https,wikipedia,/wiki/Router_table_(woodworking),en,2,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
http,patwarner,/router_table.html,www,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
http,crestonwood,/router.php,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0
http,routertablereviews,/,,0,1,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,2,1,0,0,0
http,am-wood,/march98/router.html,www,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2,0,1,0,0,1,0,0
http,woodworkersworkshop,/router_tables.php,www,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
http,bobsplans,/FreeDownloads/RouterTable.pdf,www,2,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
http,toolcrib,/blog/2007/03/toolcribcoms-ultimate-guide-to-free-router-table-plans,www,1,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,1,0,0
http,popularwoodworking,/projects/router_table-mate,www,2,1,0,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,1,0,0,0
http,learnpunjabi,/pdf/gslehal-pap18.pdf,www,0,1,0,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,1,0,0,0
http,psu,/viewdoc/download,citeseerx.ist,1,0,2,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,1,0,0
https,wikipedia,/wiki/Text_mining,en,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,1,0,0
http,the-scientist,/,www,1,1,0,0,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,1,0,0
http,ijarcsse,/docs/papers/April2012/Volume_2_issue_4/V2I40085.pdf,www,2,0,0,1,0,0,0,1,0,0,0,1,2,1,2,0,1,0,1,0,0,0
http,csjournals,/IJITKM/PDF%203-1/86.pdf,www,0,1,0,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,0,1,0,0
https,coursera,/learn/text-mining,www,0,0,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0
http,ijecs,/issue/v3-i5/9%20ijecs.pdf,,0,0,1,1,0,0,0,0,1,0,0,1,2,1,2,0,1,0,0,1,0,0
http,techtarget,/definition/text-mining,searchbusinessanalytics,2,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,2,1,0,0,0
https,europa,/licences-for-europe-dialogue/sites/licences-for-europe-dialogue/files/Customer-Industrial%20Chemist-Perspective_0.pdf,ec,1,0,0,1,0,0,1,0,1,0,0,1,1,0,2,0,1,0,1,1,0,0
https,xfinity,/locations/internet-service/washington/seattle.html,www,2,0,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0
https,highspeedinternet,/wa/seattle,www,0,1,0,2,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,1,0,0
https,yelp,/search,www,1,0,0,2,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0
http,highspeed-internet-providers,/city/ispseattle.html,www,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,2,0
http,seattle,/internet-services,www,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0
http,seattle,/tech/initiatives/broadband,www,0,0,0,1,0,0,0,1,1,0,0,1,2,0,2,0,1,0,0,0,0,0
http,isp1,/state/washington/seattle/,,0,0,1,1,0,0,0,1,1,0,0,1,2,0,2,0,1,0,0,1,0,0
http,internetserviceproviders,/in/seattle/,www,0,1,0,2,0,0,0,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
https,windstreambusiness,/shop/products/wa/seattle,www,2,1,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,1,1,0,0
https,centurylink,/fiber/plans-and-pricing/seattle-washington/,www,2,1,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0
https,wikipedia,/wiki/Mimosa_pudica,en,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
https,youtube,/watch,www,0,0,0,2,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,1,0,0
https,youtube,/watch,www,0,0,0,2,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,1,0,0
https,wikimedia,/wiki/Category:Mimosa_pudica,commons,2,0,0,1,0,0,1,1,1,0,0,1,1,0,2,0,1,0,1,0,0,0
https,usda,/plant_health/plant_pest_info/weeds/downloads/wra/Mimosa_pudica.pdf,www.aphis,1,0,0,1,0,0,1,1,0,0,0,1,1,1,2,0,1,0,1,0,0,0
http,academic,/dic.nsf/enwiki/919901,en,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,1,0,0
https,herbpathy,/Uses-and-Benefits-of-Mimosa-Pudica-Cid917,,2,0,1,1,0,0,1,1,1,0,0,1,1,0,2,0,1,0,0,1,0,0
http,mashpedia,/Mimosa_pudica,www,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
http,wikihow,/Grow-a-Sensitive-Plant-(Mimosa-pudica),www,2,0,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,1,0,0
https,frontier,/Publications/Files/2014_04_17_15_34_41_698.pdf,,2,0,1,1,0,0,1,0,1,0,0,1,2,0,2,0,1,0,1,1,0,0
https,wikipedia,/wiki/Circular_segment,en,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
http,mathopenref,/segment.html,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0
http,mathopenref,/segmentarea.html,www,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0
http,tutorvista,/geometry/segment-of-a-circle.html,math,2,1,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,1,0,0
http,mathsisfun,/geometry/circle-sector-segment.html,www,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0
http,mathsteacher,/year10/ch06_geometry/09_angles_same_segment/segment.htm,www,1,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,0
http,mathcaptain,/geometry/segment-of-a-circle.html,www,2,1,0,1,0,0,0,1,1,0,0,1,2,0,2,0,1,0,0,1,0,0
http,dummies,/education/math/geometry/how-to-determine-the-area-of-sectors-and-segments-of-a-circle/,www,1,0,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,1,0,0
http,mathwords,/s/segment_of_a_circle.htm,www,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
http,planetcalc,/1421/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0
https,onlinesbi,/personal/etdr_estdr_faq.html,www,2,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
https,onlinesbi,/sbijava/osbi_eTDR_faq.html,www,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
http,bpsecure,/UsernameReminder,account,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
https,consumercomplaints,/complaints/sbi-online-banking-c150235/page/2,www,1,1,0,1,0,0,1,0,1,0,0,1,1,0,2,0,1,0,1,1,0,0
https,onlinejankari,/no-account-mapped-username-sbi/,www,2,1,0,1,0,0,1,1,1,0,0,1,1,0,2,0,1,0,1,1,0,0
http,spaste,/site/checkPasteUrl,www,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
https,hsbc,/1/2/personal/pib-sc,www,0,0,0,1,0,0,1,0,1,0,0,1,2,1,2,0,1,0,0,1,0,0
http,unitedbankofindia,/uploads/e-bankFAQs.pdf,www,2,1,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
https,sunpass,/main,www,0,0,0,2,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0
https,roblox,/games/,www,0,0,0,2,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0
http,powershow,/view/127a46-MjA3Y/Mechanisms_in_virus_latency_powerpoint_ppt_presentation,www,1,0,0,1,0,0,0,1,0,0,0,1,2,0,2,0,1,1,1,0,0,0
http,slideserve,/babu/mechanisms-in-virus-latency,www,2,1,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,1,0,0
https,scribd,/doc/23493398/herpesvirus-lecture-ppt,www,2,0,0,1,0,0,1,1,0,0,0,1,1,1,2,0,1,0,0,0,0,0
http,biologyjunction,"/Viruses,%20Viroids,%20and%20Prions.ppt",www,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0
https,wikipedia,/wiki/Virus_latency,en,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
https,quizlet,/subject/ppt-microbiology-viruses/,,0,0,1,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0
http,idganswers,/,www,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0
http,expasy,/3970,viralzone,0,0,0,2,0,0,0,1,0,0,0,1,2,0,2,0,1,0,0,0,0,0
https,techviral,/malware-spreading-via-ppts/,,0,0,1,1,0,0,1,1,1,0,0,1,1,0,2,0,1,0,0,0,0,0
http,bionity,/en/encyclopedia/Virus_latency.html,www,2,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,0
http,apstemps,/,www,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0
http,jobs,/jobs/apstemps,www,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0
http,indeed,/cmp/Automation-Personnel-Services/reviews,www,2,0,0,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,0,0,0,0
http,indeed,/cmp/Automation-Personnel-Services,www,2,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0
https,about,/automationpersonnelsvcs,,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,2,1,1,0,0
https,glassdoor,/Reviews/Automation-Personnel-Services-Inc-Reviews-E758061.htm,www,1,0,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0
http,snagajob,/job-search/q-automation+personnel+services,www,2,0,0,1,0,0,0,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0
https,careerjet,/jobs/a/automation_personnel_services.html,www,2,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
https,linkedin,/company/automation-personnel-services-inc-,www,2,0,0,1,0,0,1,1,1,0,0,1,2,0,2,0,1,0,0,0,0,0
http,careerbuilder,/jobs-at-automation%20personnel/CHN2C760MC3BW9DFLBM,www,1,1,0,1,0,0,0,1,1,0,0,1,2,0,2,0,1,0,1,1,0,0
https,searchenginewatch,/sew/how-to/2259693/seo-basics-8-essentials-when-optimizing-your-site,,1,1,1,1,0,0,1,1,1,0,0,1,1,0,2,0,1,0,1,1,0,0
https,moz,/beginners-guide-to-seo,,0,0,1,1,0,0,1,1,0,0,0,1,0,1,2,0,1,0,0,1,0,0
https,berkeley,/tutorials/seo-search-engine-optimization-basics/,multimedia.journalism,1,0,1,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0
http,wordstream,/blog/ws/2015/04/30/seo-basics,www,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,1,0,0
http,toprankblog,/2007/10/search-engine-optimization-basics/,www,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,1,0,0
https,searchenginejournal,/seo-101-getting-page-seo-basics/97871/,www,2,1,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0
http,seobook,/learn-seo/seo-basics/,www,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0
http,onbloggingwell,/wp-content/uploads/2012/11/Search-Engine-Optimization-Basics.pdf,,1,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,1,0,0
http,photographyspark,/search-engine-optimization-for-photographers-seo-basics/,,1,1,1,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,0,0,0
https,kissmetrics,/simple-guide-to-seo/,blog,0,1,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,1,0,0
http,buddhanet,/pdf_file/noble8path6.pdf,www,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0
http,urbandharma,/pdf/PDF_BuddhismCourse/04_%20Noble%20Eightfold%20Path.pdf,www,1,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0
http,sangharakshita,/_books/Noble_Eightfold_Path.pdf,www,2,1,0,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,1,0,0,0
https,wordpress,/2015/06/noble-eightfold-path-pdf.pdf,ymecanaw.files,2,0,2,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,1,0,0
http,abuddhistlibrary,/Buddhism/B%20-%20Theravada/Teachers/Ajaan%20Jagaro/The%20Noble%20Eight-Fold%20Path/The_Noble_Eightfold_Path.pdf,www,1,1,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,1,0,0
http,wisebrain,/8FoldPath.pdf,www,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0
https,pariyatti,/Noble-Eightfold-Path-The--PDF-eBook_p_4795.html,store,2,0,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0
http,saraniya,/books/mahasi-sayadaw/pdf/mahasi_sayadaw-1971_to_nibbana_via_the_noble_eightfold_path.pdf,www,1,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,2,1,0,0,0
http,wikiwand,/en/Noble_Eightfold_Path,www,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,0
http,holybooks,/buddhisms-noble-eightfold-path/,www,2,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0
https,wikipedia,/wiki/Provenance,en,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,1,0,0
http,thefreedictionary,/provenance,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
https,merriam-webster,/dictionary/provenance,www,0,1,0,1,0,0,1,1,0,0,0,1,2,0,2,0,1,0,0,0,0,0
http,dictionary,/browse/provenance,www,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0
http,clevelandart,/visit/provenance,www,0,1,0,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,1,0,0,0
http,thesaurus,/browse/provenance,www,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0
http,yourdictionary,/provenance,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
https,wiktionary,/wiki/provenance,en,0,1,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,1,0,0
http,iemulators,/provenance,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0
https,facebook,/ProjectProvenance,www,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,1,0,0,0
https,microsoft,/en-us/library/office/gg469862(v=office.14).aspx,msdn,2,0,0,1,0,0,1,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0
http,rondebruin,/win/s2/win014.htm,www,0,1,0,1,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,1,0,0
http,rondebruin,/win/s6/win001.htm,www,0,1,0,1,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,1,0,0
http,contextures,/archives/2015/04/02/customize-excel-context-menus/,blog,1,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,1,0,0
http,mvps,/EXCEL/rightclick.htm,dmcritchie,0,0,2,1,0,0,0,1,0,0,0,1,2,1,2,0,1,0,0,0,0,0
https,tips,/T002064_Adding_Items_to_a_Context_Menu.html,excel,2,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,2,1,0,0,0
https,add-in-express,/creating-addins-blog/2012/08/22/customize-excel-context-menu/,www,1,1,0,1,0,0,1,1,1,0,0,1,1,0,2,0,1,0,0,1,2,0
http,stackoverflow,/questions/27447075/revised-excel-cell-context-menu-doesnt-work-in-table,,1,1,1,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,1,0,0
https,wordpress,/excel/adding-right-click-context-menu-2/,netmerkez,2,0,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,1,0,0
https,fasteratexcel,/excel-sort-shortcuts/,,0,1,1,1,0,0,1,1,0,0,0,1,2,0,2,0,1,0,1,0,0,0
https,bandcamp,/album/death-mask,profoundlorerecords,2,0,1,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0
http,songlyrics,/lord-mantis/death-mask-lyrics/,www,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0
http,metalinjection,/reviews/album-review-lord-mantis-death-mask,www,2,1,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,0,0,0
https,profoundlorerecords,/products-page/plr-items/lord-mantis-death-mask/,www,1,1,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0
http,nocleansinging,/2014/03/24/lord-mantis-death-mask/,www,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,1,0,0
http,echoesanddust,/2014/05/lord-mantis-death-mask/,,2,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,1,0,0
http,metal-archives,/release/view/id/400756,www,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,1,0,0
http,metalsucks,/2014/04/28/madhouse-lords-lord-mantis-harrowing-death-mask/,www,1,1,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,1,0,0
http,lordmantis,/album/death-mask/,www,0,1,0,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,0,0,0,0
http,beowolfproductions,/LordMantis-DeathMask.html,www,2,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
https,vianica,/go/specials/2-comida_tipica.html,www,2,0,0,1,0,0,1,1,1,0,0,1,2,0,2,0,1,0,1,1,0,0
http,thegirlandglobe,/nicaragua-food/,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
https,wikipedia,/wiki/Nicaraguan_cuisine,en,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
http,nicaraguafood,/,www,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0
http,gobackpacking,/nicaraguan-food-traditional-cuisine/,,2,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0
http,pochomilbeach,/nicaragua/food,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
http,baconismagic,/food/five-foods-not-to-miss-in-nicaragua/,www,2,1,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,1,0,0
http,destination360,/central-america/nicaragua/dining,www,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0
http,foodandbeverageunderground,/Nicaraguan-food.html,www,2,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
http,flavorverse,/traditional-nicaraguan-foods/,,0,1,1,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,0,0,0,0
https,wikipedia,/wiki/Shortest_path_problem,en,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
http,excel-easy,/examples/shortest-path-problem.html,www,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0
http,academic,/dic.nsf/enwiki/26713,en,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,1,0,0
http,vogella,/tutorials/JavaAlgorithmsDijkstra/article.html,www,2,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
http,thefullwiki,/Shortest_path_problem,www,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,0
https,codeproject,/articles/19919/WebControls/,www,2,1,0,1,0,0,1,1,0,0,0,1,2,0,2,0,1,0,0,0,0,0
http,mashpedia,/Shortest_path_problem,www,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,0
http,spoj,/problems/SHPATH,www,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,0,0
http,cornell,/courses/cs312/2002sp/lectures/lec20/lec20.htm,www.cs,2,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,1,0,0
http,buffalo,/~nagi/courses/684/4.shortestpath.pdf,www.acsu,2,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,1,0,0
http,thefreedictionary,/batting,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
https,wikipedia,/wiki/Batting_average,en,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0
